,BAR,SPD,RCO,GUR,LEA,CAR,TAR,SNA,KAH,SPO,SCH,ELP,ELI,FLA,MJE,MAC,RFP,RFI,PFL,PFS,DEM,CEP
1826,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1827,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1828,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1829,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1830,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1831,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1832,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1833,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1834,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1835,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1836,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1837,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1838,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1839,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1840,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1841,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1842,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1843,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1844,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1845,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1846,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1847,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1848,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1849,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1850,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1851,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1852,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1853,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1854,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1855,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1856,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1857,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1858,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1859,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1860,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1861,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1862,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1863,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1864,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1865,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1866,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1867,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1868,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1869,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1870,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1871,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1872,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1873,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1874,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1875,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1876,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1877,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1878,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1879,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1880,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1881,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1882,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1883,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1884,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1885,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1886,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1887,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1888,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1889,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1890,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1891,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1892,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1893,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1894,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1895,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1896,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1897,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1898,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1899,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1900,7.38E-06,0,4.27E-05,0.000157239,0,0,9.51E-05,0.000335381,9.00E-06,0,2.02E-05,0,0,0.001048536,2.23E-05,2.99E-05,0.000691034,6.71E-05,0,4.00E-06,0.000142869,0
1901,9.22E-06,0,4.85E-05,0.000197692,0,0,0.000126862,0.00041887,1.26E-05,0,3.10E-05,0,0,0.0013113,2.91E-05,4.98E-05,0.000863101,9.01E-05,0,5.00E-06,0.00018315,0
1902,1.11E-05,0,5.43E-05,0.000206618,0,0,0.000158596,0.000502358,1.54E-05,0,3.15E-05,0,0,0.001569428,3.66E-05,4.98E-05,0.001036628,0.000113174,0,6.00E-06,0.000221432,0
1903,1.29E-05,0,7.08E-05,0.000247088,0,0,0.000174481,0.000586989,1.83E-05,0,3.49E-05,0,0,0.001834192,4.21E-05,5.48E-05,0.001210986,0.000134206,0,7.00E-06,0.000243619,0
1904,1.48E-05,0,7.47E-05,0.000283123,0,0,0.000206242,0.00066962,2.10E-05,0,3.88E-05,0,0,0.002099547,4.77E-05,6.97E-05,0.001389851,0.000148228,0,8.00E-06,0.000314166,0
1905,1.66E-05,0,9.12E-05,0.000323622,0,0,0.00022215,0.000754251,2.39E-05,0,4.47E-05,0,0,0.002361769,5.39E-05,7.97E-05,0.001558352,0.000171263,0,9.00E-06,0.000334419,0
1906,1.84E-05,0,9.70E-05,0.000364137,0,0,0.000253942,0.000837739,2.71E-05,0,5.11E-05,0,0,0.002625089,5.89E-05,7.97E-05,0.001740687,0.000188289,0,1.00E-05,0.00037483,0
1907,1.94E-05,0,9.70E-05,0.000368644,0,0,0.00026987,0.000879055,2.91E-05,0,5.16E-05,0,0,0.002758537,6.38E-05,9.47E-05,0.001823386,0.000201309,0,1.05E-05,0.00039308,0
1908,2.03E-05,0,0.000102862,0.000404716,0,0,0.000285801,0.000921228,2.97E-05,0,5.16E-05,0,0,0.002887191,6.94E-05,9.96E-05,0.001910394,0.000211325,0,1.10E-05,0.000415362,0
1909,2.12E-05,0,0.000113537,0.000409221,0,0,0.000285863,0.000963686,3.07E-05,0,5.65E-05,0,0,0.003021887,7.00E-05,9.97E-05,0.001996751,0.00022134,0,1.15E-05,0.000445708,0
1910,2.21E-05,0,0.000119359,0.000445299,0,0,0.000301815,0.001005858,3.24E-05,0,5.90E-05,0,0,0.003153272,7.37E-05,9.97E-05,0.002083114,0.000230354,0,1.20E-05,0.000461935,0
1911,2.31E-05,0,0.000123243,0.000449803,0,0,0.000317769,0.001047174,3.40E-05,0,6.29E-05,0,0,0.003284743,7.68E-05,9.97E-05,0.00217135,0.000243374,0,1.25E-05,0.000486268,0
1912,3.23E-05,0,0.000171773,0.000647897,0,0,0.000444995,0.001466044,4.86E-05,0,9.10E-05,0,0,0.004601565,0.000109687,0.0001495,0.003042082,0.00035154,0,1.75E-05,0.000700451,0
1913,3.69E-05,0,0.000194104,0.000729093,0,0,0.000508744,0.001675479,5.56E-05,0,9.93E-05,0,0,0.005261624,0.000125808,0.000169451,0.003486131,0.000399614,0,2.00E-05,0.000801792,0
1914,4.15E-05,0,0.00022032,0.000814813,0,0,0.000572563,0.001884914,6.28E-05,0,0.000109672,0,0,0.005928121,0.000139451,0.00019439,0.00391914,0.000446687,0,2.25E-05,0.000907322,0
1915,8.74E-05,0,0.000459136,0.001739014,0,0,0.001209598,0.003970409,0.000134249,0,0.000232163,0,0,0.012515268,0.000293197,0.000398827,0.008282151,0.00094946,0,4.74E-05,0.001917573,0
1916,6.56E-05,0,0.000339789,0.001298612,0,0,0.000907979,0.002979592,9.98E-05,0,0.000176616,0,0,0.009416951,0.000219478,0.000299187,0.00623485,0.000705084,0,3.56E-05,0.001433814,0
1917,1.30E-05,0,7.09E-05,0.000247961,0,0,0.000175281,0.000588131,1.83E-05,0,3.49E-05,0,0,0.001856755,4.22E-05,5.49E-05,0.001231399,0.000134206,0,7.00E-06,0.000245127,0
1918,4.25E-05,0,0.000220332,0.000851975,0,0,0.000589645,0.001932417,6.44E-05,0,0.000109722,0,0,0.006077075,0.000140744,0.000199462,0.00403709,0.000454699,0,2.31E-05,0.000925766,0
1919,3.84E-05,0,0.00019995,0.000770835,0,0,0.000526034,0.001744497,5.80E-05,0,9.99E-05,0,0,0.005488976,0.000129584,0.00016955,0.003640146,0.000419645,0,2.08E-05,0.000838879,0
1920,5.13E-05,0,0.000268868,0.001011884,0,0,0.000699024,0.002327678,7.78E-05,0,0.000138277,0,0,0.007191632,0.00016741,0.000229403,0.00486601,0.000548844,0,2.78E-05,0.001120849,0
1921,5.29E-05,0,0.000274709,0.001041307,0,0,0.000722247,0.002401837,8.07E-05,0,0.000121558,0,0,0.007427435,0.00017486,0.000244385,0.005022012,0.000566871,0,2.87E-05,0.00109298,0
1922,5.15E-05,0,0.000268895,0.001015915,0,0,0.000702706,0.002337483,7.83E-05,0,0.000118123,0,0,0.007235371,0.000168047,0.000229441,0.004892593,0.000551848,0,2.79E-05,0.001054897,0
1923,0.000138885,0,0.000725267,0.002745313,0,0,0.001918347,0.006305036,0.000213657,0,0.000353456,0,0,0.019596287,0.000461438,0.00062862,0.013245815,0.001494297,0,7.54E-05,0.003010048,0
